product_author,product_imagelink,product_name,product_price
"Jordan B. Peterson,Cher,Tieghan Gerard,Freida McFadden,Janet Evanovich,Louise Penny,Robin Wall Kimmerer,Ariel Lawhon,Nora Roberts,Peggy Noonan,David Baldacci,Emily Compagno,Betül Tunç,Joseph Nguyen,Alex Aster,Scott Horton","https://m.media-amazon.com/images/I/71B18dU7xnL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/71YHC4PP52L._AC_UY218_.jpg,https://m.media-amazon.com/images/I/91HYZYX6YTL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/71AQWDUx1bL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/71Bmms5VzVL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/81yBQThn6GL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/71cqb8HTJOL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/91ulu+khYLL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/81+liNB9y+L._AC_UY218_.jpg,https://m.media-amazon.com/images/I/71D9fKfSolL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/81c5c9PyGkL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/716BHIdVCQL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/9104lsvQ9iL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/819I+YyuU-L._AC_UY218_.jpg,https://m.media-amazon.com/images/I/71rm-Wa-XFL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/61APa1WlwdL._AC_UY218_.jpg","We Who Wrestle with God: Perceptions of the Divine,Cher: The Memoir: Part One of a Two-Part Memoir from the Iconic Artist and Actor (The Cher Memoir, 1),Half Baked Harvest Quick & Cozy: A Cookbook,The Housemaid's Wedding: A Short Story,Now or Never (31) (Stephanie Plum),The Grey Wolf: A Novel (Chief Inspector Gamache Novel, 19),The Serviceberry: Abundance and Reciprocity in the Natural World,The Frozen River: A GMA Book Club Pick: A Novel,The Mirror: The Lost Bride Trilogy, Book 2 (The Lost Bride Trilogy, 2),A Certain Idea of America: Selected Writings,To Die For (6:20 Man),Under His Wings: How Faith on the Front Lines Has Protected American Troops,Turkuaz Kitchen: Traditional and Modern Dough Recipes for Sweet and Savory Bakes: A Baking Book,Don't Believe Everything You Think (Expanded Edition): Why Your Thinking Is The Beginning & End Of Suffering,Skyshade (The Lightlark Saga Book 3) (The Lightlark Saga, 3) (Volume 3),Provoked: How Washington Started the New Cold War with Russia and the Catastrophe in Ukraine","23,.,25,.,23,.,3,.,14,.,15,.,12,.,14,.,15,.,20,.,15,.,22,.,24,.,13,.,16,.,26,."
"James Patterson,Haruki Murakami,Neil deGrasse Tyson,Hakeem Jeffries,Jessica Seinfeld,Henry A. Kissinger,Eric Schmidt,Carissa Broadbent,Keke Palmer,Nadia Caterina Munno,Bill Clinton,Bill Zehme,Jennifer Lynn Barnes,Rebecca Yarros,Danielle Steel,Aaron Blabey","https://m.media-amazon.com/images/I/81a-4uwlEAL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/91TXmi4Y4UL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/71O0MKbCmXL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/91GsmPwx2zL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/71Ehi6+wMML._AC_UY218_.jpg,https://m.media-amazon.com/images/I/815EvsGmd4L._AC_UY218_.jpg,https://m.media-amazon.com/images/I/81x50ryx0dL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/71yJFX0jjHL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/81ORgG31JlL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/81UnoGZCqYL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/81amUzBoz7L._AC_UY218_.jpg,https://m.media-amazon.com/images/I/91X6PnonujL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/81-U+q9WeTL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/818Z5TphPuL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/710qyZKVItL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/91iVBJSTceL._AC_UY218_.jpg","The House of Cross: Meet the hero of the new Prime series Cross―the greatest detective of all time (Alex Cross, 30),The City and Its Uncertain Walls: A Novel,Merlin's Tour of the Universe, Revised and Updated for the Twenty-First Century: A Traveler's Guide to Blue Moons and Black Holes, Mars, Stars, and Everything Far,The ABCs of Democracy,Not Too Sweet: 100 Dessert Recipes for Those Who Want More with Just a Little Less,Genesis: Artificial Intelligence, Hope, and the Human Spirit,The Songbird & the Heart of Stone: The Shadowborn Duet, Book One (Crowns of Nyaxia, 3),Master of Me: The Secret to Controlling Your Narrative,The Pasta Queen: The Art of Italian Cooking,Citizen: My Life After the White House,Carson the Magnificent,Games Untold (The Inheritance Games, 5),Variation: A Novel,Trial by Fire: A Novel,The 52 Book Club 2025 Reading Challenge Journal,The Bad Guys in One Last Thing (The Bad Guys #20)","15,.,24,.,18,.,25,.,21,.,20,.,19,.,22,.,26,.,23,.,14,.,13,.,14,.,16,.,5,."
